Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Administered_5Plus,Admin_Per_100k_5Plus,Distributed_Per_100k_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Janssen_5Plus,Series_Complete_Unk_Manuf_5Plus
03/06/2022,10,VI,"146,360","2,800","38,140","105,420",0,"137,699","163,668","179,567","714,718","140,401","138,182","131,456","39,442","2,266","41,927","96,208",0,"132,092","154,523","161,282","192,607","138,071","67,721",63.7,"66,403",74.3,"62,878",77.1,"18,082",88.3,"56,059",52.7,"55,138",61.7,"52,216",64.1,"15,206",74.3,"2,060","15,606","38,388",5,"2,057","15,598","37,478",5,"2,053","15,576","34,582",5,562,"6,034","8,606",4,"15,949",28.5,"15,948",28.9,"15,669",30,"12,016",38.2,"6,849",45,"5,467","10,340",140,2,"67,654",67.9,"56,034",56.2,"140,308","140,838","146,912","15,599","38,373","2,057",5
03/06/2022,10,IH2,"2,797,295","105,200","1,245,480","1,446,615",0,"134,304",0,0,0,"2,175,869","2,098,822","1,922,135","384,889","39,947","1,021,668","1,114,083",171,"104,468",0,0,0,"2,175,869","1,079,891",51.8,"1,035,316",0,"943,775",0,"176,555",0,"856,727",41.1,"824,355",0,"750,110",0,"138,285",0,"37,939","389,207","429,575",6,"37,914","389,121","397,314",6,"37,870","388,864","323,370",6,"3,463","78,024","56,797",1,"254,707",29.7,"254,658",30.9,"244,102",32.5,"147,943",41,"67,086",48.5,"123,098","129,626","1,864",119,"1,079,528",0,"856,573",0,"2,175,324",0,0,"389,135","429,517","37,915",6
03/06/2022,10,NH,"3,309,630","177,600","1,168,340","1,963,690",0,"243,407","276,132","299,661","1,303,700","2,525,850","2,462,353","2,306,759","680,421","114,406","966,104","1,445,256",84,"185,764","205,441","208,859","268,026","2,540,952","1,363,751",95,"1,324,110",95,"1,251,025",95,"383,111",95,"944,926",69.5,"919,997",76.8,"864,090",78.2,"237,913",93.7,"84,291","341,839","518,696",100,"84,263","341,732","493,902",100,"84,231","341,575","438,190",94,"17,379","98,271","122,221",42,"229,821",24.3,"229,798",25,"221,575",25.6,"144,375",29.1,"75,182",31.6,"97,941","127,154","4,713",13,"1,362,742",95,"944,693",72.9,"2,524,588","194,785","255,355","341,734","518,594","84,265",100
03/06/2022,10,VA2,"7,792,220","626,100","3,792,380","3,373,740",0,0,0,0,0,"7,226,868","7,226,674","7,223,358","3,813,302","254,913","3,725,945","3,245,723",287,0,0,0,0,"7,226,868","3,410,012",0,"3,409,892",0,"3,407,999",0,"1,666,561",0,"2,932,598",0,"2,932,523",0,"2,931,127",0,"1,493,706",0,"233,135","1,437,616","1,261,835",12,"233,128","1,437,594","1,261,789",12,"233,093","1,437,555","1,260,467",12,"76,563","815,892","601,250",1,"1,102,071",37.6,"1,102,065",37.6,"1,102,014",37.6,"1,000,626",43.4,"721,464",48.3,"582,699","498,574","20,797",1,"3,409,908",0,"2,932,528",0,"7,226,695",0,0,"1,437,594","1,261,793","233,129",12
03/06/2022,10,MI,"20,131,230","932,200","7,941,440","11,257,590",0,"201,577","234,220","256,680","1,140,320","15,314,621","14,877,745","14,042,483","4,319,880","461,423","6,007,231","8,843,835","2,132","153,348","173,098","179,047","244,697","15,603,044","6,621,064",66.3,"6,388,342",74.3,"6,000,300",76.5,"1,691,200",95,"5,933,644",59.4,"5,732,740",66.7,"5,382,597",68.6,"1,539,493",87.2,"417,738","2,152,108","3,362,695","1,103","417,709","2,152,038","3,161,899","1,094","417,407","2,151,295","2,812,893","1,002","70,913","769,039","698,941",600,"3,120,603",52.6,"3,120,264",54.4,"3,030,406",56.3,"2,034,711",66.6,"1,156,945",75.2,"1,388,743","1,684,982","46,758",120,"6,620,515",70.3,"5,933,582",63,"15,314,039","162,562","213,698","2,152,086","3,362,670","417,724","1,102"
03/06/2022,10,IA,"6,273,155","288,400","2,399,720","3,585,035",0,"198,828","234,398","258,343","1,134,480","4,936,714","4,794,019","4,513,517","1,452,269","176,926","1,960,215","2,799,058",515,"156,469","179,130","185,877","262,638","4,942,683","2,124,982",67.4,"2,049,098",76.6,"1,915,686",78.9,"546,733",95,"1,931,537",61.2,"1,865,899",69.7,"1,745,910",71.9,"509,071",92.1,"161,969","708,817","1,060,398",353,"161,964","708,800","994,784",351,"161,872","708,589","875,108",341,"14,536","267,493","226,912",130,"1,000,127",51.8,"1,000,020",53.6,"974,332",55.8,"670,504",69,"398,229",78.2,"457,877","528,600","13,615",35,"2,124,831",71.8,"1,931,526",65.3,"4,936,565","166,808","211,971","708,812","1,060,394","161,967",353
03/06/2022,10,DE,"2,237,055","96,700","865,900","1,274,455",0,"229,733","266,377","290,454","1,184,220","1,737,708","1,689,609","1,583,134","509,762","61,486","667,313","1,006,827","2,082","178,453","201,190","205,551","269,850","1,711,416","797,375",81.9,"770,410",91.7,"721,137",93.6,"208,746",95,"659,871",67.8,"639,670",76.2,"597,957",77.6,"177,997",94.2,"56,679","231,875","370,643",674,"56,668","231,862","350,467",673,"56,618","231,732","308,949",658,"9,968","73,416","94,268",345,"289,670",43.9,"289,609",45.3,"280,037",46.8,"198,919",57.8,"117,684",66.1,"124,921","159,707","5,002",40,"797,211",86.7,"659,841",71.8,"1,737,520","189,057","243,411","231,864","370,628","56,675",674
03/06/2022,10,GU,"318,660","23,200","84,780","210,680",0,"189,128","242,667","278,199","1,984,060","333,803","320,257","288,218","44,722","12,930","105,843","214,856",174,"198,116","243,883","251,622","278,451","333,648","150,441",89.3,"142,604",95,"126,961",95,"17,371",95,"135,737",80.6,"130,396",95,"116,621",95,"16,288",95,"10,779","39,966","84,927",65,"10,778","39,965","79,588",65,"10,769","39,949","65,838",65,609,"6,661","8,995",23,"54,065",39.8,"54,050",41.5,"51,512",44.2,"28,026",61.6,"11,281",69.3,"19,655","33,234","1,176",0,"150,412",95,"135,736",88.9,"333,773","218,494","208,600","39,965","84,927","10,779",65
03/06/2022,10,HI,"3,327,580","124,400","1,233,320","1,969,860",0,"235,020","274,755","298,169","1,239,560","2,815,642","2,712,384","2,524,924","694,993","70,416","1,022,400","1,722,533",293,"198,863","223,959","226,247","258,893","2,825,147","1,224,793",86.5,"1,167,757",95,"1,080,484",95,"268,426",95,"1,096,252",77.4,"1,048,345",86.6,"969,254",86.9,"244,991",91.3,"64,760","361,897","669,581",14,"64,731","361,840","621,760",14,"64,549","361,011","543,680",14,"11,719","107,446","125,822",4,"544,685",49.7,"544,605",51.9,"522,587",53.9,"337,724",69.1,"188,976",77.1,"243,250","295,453","5,981",1,"1,223,339",91.9,"1,095,866",82.4,"2,814,487","211,512","250,071","361,849","669,270","64,733",14
03/06/2022,10,MP,"122,030","3,600","25,020","93,410",0,"235,347","288,555","338,267","3,250,670","106,441","98,068","86,488","8,453","1,339","14,579","90,523",0,"205,282","231,894","239,745","225,173","106,563","45,155",87.1,"40,740",95,"35,378",95,"3,210",85.5,"42,969",82.9,"39,015",92.3,"33,897",94,"3,099",82.6,"1,142","5,186","36,640",1,"1,142","5,186","32,686",1,"1,142","5,185","27,569",1,119,500,"2,480",0,"19,426",45.2,"19,425",49.8,"18,316",54,"9,091",67.3,"2,264",73.1,"3,829","15,398",199,0,"45,151",93.9,"42,969",89.3,"106,437","221,274","253,690","5,186","36,640","1,142",1
03/06/2022,10,ID,"3,233,290","156,000","1,256,180","1,821,110",0,"180,927","216,215","241,495","1,112,360","2,373,982","2,313,615","2,176,002","686,714","86,749","896,074","1,387,817","3,342","132,843","154,715","162,526","236,252","2,395,987","1,079,804",60.4,"1,046,167",70,"977,339",73,"274,457",94.4,"951,636",53.3,"923,298",61.7,"862,675",64.4,"249,471",85.8,"80,379","326,826","543,644",787,"80,360","326,816","515,343",779,"80,308","326,660","454,939",768,"12,212","114,621","122,321",317,"389,980",41,"389,977",42.2,"389,800",45.2,"270,434",58.1,"165,459",66.3,"171,359","212,533","5,998",90,"1,079,720",64.6,"951,593",57,"2,373,869","142,074","193,510","326,818","543,625","80,363",787
03/06/2022,10,TX,"59,133,195","2,610,300","21,227,540","35,295,355",0,"203,937","245,355","273,815","1,583,550","44,568,037","42,980,073","39,490,206","8,973,167","1,537,072","16,347,543","26,678,989","4,433","153,705","178,332","182,858","240,295","43,316,656","20,674,730",71.3,"19,771,206",82,"18,006,117",83.4,"3,622,965",95,"17,462,084",60.2,"16,850,788",69.9,"15,440,999",71.5,"3,210,095",86,"1,340,945","6,033,565","10,086,664",910,"1,340,498","6,032,740","9,476,673",877,"1,338,948","6,028,616","8,072,586",849,"177,540","1,525,099","1,507,127",329,"6,276,381",35.9,"6,275,953",37.2,"6,071,449",39.3,"3,728,879",52.1,"1,949,243",60.7,"2,756,988","3,423,293","95,896",204,"20,669,293",76.5,"17,460,725",64.7,"44,561,305","165,011","218,971","6,033,045","10,086,103","1,340,668",909
03/06/2022,10,RI,"2,499,225","87,600","951,400","1,460,225",0,"235,918","269,461","292,353","1,336,160","2,137,928","2,070,888","1,940,973","528,275","64,918","813,006","1,258,409","1,595","201,813","223,279","227,050","282,431","2,277,683","1,023,556",95,"979,712",95,"913,146",95,"215,449",95,"856,838",80.9,"820,289",88.4,"762,360",89.2,"185,518",95,"60,135","287,971","508,345",387,"60,134","287,959","471,811",385,"60,107","287,839","414,031",383,"6,769","83,122","95,490",137,"442,925",51.7,"442,789",54,"426,948",56,"267,059",68,"141,760",76.4,"190,299","247,622","4,962",42,"1,023,431",95,"856,821",85.3,"2,137,812","212,751","248,719","287,967","508,334","60,134",386
03/06/2022,10,WV,"3,871,485","161,500","1,545,960","2,164,025",0,"216,025","248,517","270,246","1,054,870","2,641,764","2,595,830","2,471,675","855,699","66,555","1,138,975","1,434,541","1,693","147,408","166,630","172,533","233,154","2,641,123","1,152,103",64.3,"1,125,811",72.3,"1,065,056",74.3,"338,647",92.3,"1,019,226",56.9,"999,172",64.1,"945,855",66,"306,776",83.6,"60,418","418,277","540,061",470,"60,399","418,180","520,133",460,"60,341","417,814","467,273",427,"9,582","156,876","140,123",195,"452,436",44.4,"452,353",45.3,"443,383",46.9,"325,920",57.2,"200,717",65.4,"214,225","233,231","4,906",74,"1,151,688",67.8,"1,018,991",60,"2,641,048","155,436","227,852","418,201","539,920","60,401",469
03/06/2022,10,DD2,"6,633,210","210,000","2,161,740","4,261,470",0,0,0,0,0,"7,271,306","7,164,690","6,788,523","574,841","321,039","2,407,462","4,520,089","22,716",0,0,0,0,"7,271,306","4,110,085",0,"4,041,311",0,"3,832,533",0,"356,610",0,"3,109,932",0,"3,072,348",0,"2,909,410",0,"191,422",0,"287,444","963,585","1,858,725",178,"287,416","963,559","1,821,195",178,"287,214","963,343","1,658,681",172,"9,591","66,724","115,106",1,"1,754",0.1,"1,753",0.1,"1,749",0.1,257,0,60,0,536,"1,185",33,0,"4,109,851",0,"3,109,865",0,"7,271,018",0,0,"963,566","1,858,697","287,424",178
03/06/2022,10,MO,"11,112,245","423,000","4,217,400","6,471,845",0,"181,057","212,239","233,115","1,046,310","8,676,900","8,449,796","7,970,585","2,470,679","248,804","3,135,059","5,290,716","2,321","141,377","161,388","167,209","232,636","8,638,326","4,017,048",65.5,"3,886,755",74.2,"3,647,081",76.5,"1,012,579",95,"3,389,277",55.2,"3,292,251",62.9,"3,089,036",64.8,"884,222",83.3,"235,711","1,153,591","1,999,267",708,"235,679","1,153,569","1,902,329",674,"235,442","1,153,088","1,700,034",472,"40,013","402,857","441,185",167,"1,391,482",41.1,"1,391,321",42.3,"1,354,942",43.9,"943,834",54.9,"570,299",64.5,"569,880","804,467","17,070",65,"4,016,670",69.6,"3,389,233",58.7,"8,676,521","150,390","192,608","1,153,578","1,999,255","235,695",705
03/06/2022,10,AS,"105,710",600,"21,500","83,610",0,"223,055","286,345","337,354","3,224,830","90,428","79,403","66,318","7,106",560,"23,182","66,577",109,"190,809","215,085","211,642","216,779","90,845","43,144",91,"37,280",95,"30,744",95,"3,046",92.9,"38,607",81.5,"33,514",90.8,"27,549",87.9,"2,795",85.3,572,"9,213","28,768",54,572,"9,212","23,676",54,571,"9,193","17,731",54,26,"1,171","1,594",4,"9,301",24.1,"9,296",27.7,"8,743",31.7,"4,264",42.8,"1,395",49.9,"3,720","5,581",0,0,"43,137",95,"38,607",89.6,"90,421","209,745","245,210","9,213","28,768",572,54
03/06/2022,10,BP2,"334,530","16,100","148,720","169,710",0,0,0,0,0,"304,819","304,817","304,817","9,703","14,161","136,426","154,200",32,0,0,0,0,"304,819","142,363",0,"142,361",0,"142,361",0,"3,907",0,"132,434",0,"132,433",0,"132,433",0,"3,640",0,"13,479","52,246","66,709",0,"13,478","52,246","66,709",0,"13,478","52,246","66,709",0,195,"1,751","1,694",0,"42,631",32.2,"42,631",32.2,"42,631",32.2,"13,864",47.8,"2,317",63.7,"25,559","16,407",643,22,"142,361",0,"132,433",0,"304,817",0,0,"52,246","66,709","13,478",0
03/06/2022,10,AK,"1,453,765","83,700","561,920","808,145",0,"198,725","238,762","263,572","1,587,290","1,098,418","1,060,850","986,541","212,535","45,830","423,428","628,187",973,"150,150","174,231","178,863","232,056","1,100,076","502,169",68.6,"481,185",79,"445,565",80.8,"85,881",93.8,"446,826",61.1,"430,767",70.7,"398,744",72.3,"78,190",85.4,"41,109","159,187","246,417",113,"41,102","159,180","230,372",113,"40,946","158,755","198,936",107,"3,671","42,875","31,601",43,"183,818",41.1,"183,758",42.7,"177,106",44.4,"107,761",60.1,"55,441",70.9,"81,775","99,268","2,752",23,"501,957",73.8,"446,751",65.7,"1,098,134","161,380","213,643","159,182","246,352","41,104",113
03/06/2022,10,US,"693,429,635","30,393,100","256,743,120","406,293,415",0,"208,859","244,579","268,501","1,265,570","555,112,353","537,773,195","502,652,851","137,293,306","18,481,200","208,926,394","327,196,595","508,164","167,198","189,677","194,631","250,572","555,112,353","254,071,045",76.5,"244,409,645",86.2,"227,254,418",88,"56,157,333",95,"216,147,515",65.1,"208,561,814",73.6,"193,936,049",75.1,"48,664,393",88.8,"16,784,377","75,466,367","123,752,051","144,720","16,779,393","75,460,185","116,179,144","143,092","16,753,364","75,379,849","101,665,212","137,624","2,348,986","23,201,763","23,050,977","62,667","95,172,197",44,"95,154,097",45.6,"91,966,683",47.4,"58,446,245",58.6,"32,381,262",66.5,"41,174,523","52,532,768","1,440,193","24,713","253,992,548",81.3,"216,121,915",69.2,"555,010,195","177,737","222,064","75,463,199","123,732,787","16,781,327","144,602"
03/06/2022,10,AR,"5,903,220","251,400","2,469,560","3,182,260",0,"195,613","230,843","254,707","1,126,820","4,094,174","3,989,957","3,737,771","1,153,516","121,822","1,749,142","2,219,335","3,875","135,667","156,025","161,274","220,186","4,137,939","1,985,499",65.8,"1,923,165",75.2,"1,790,768",77.3,"495,420",94.6,"1,616,263",53.6,"1,574,002",61.6,"1,466,675",63.3,"416,562",79.5,"111,894","658,018","845,160","1,191","111,765","657,996","803,350",891,"111,344","656,846","697,633",852,"15,727","233,950","166,413",472,"612,573",37.9,"612,457",38.9,"598,355",40.8,"425,893",52.6,"260,008",62.4,"299,874","302,530","9,725",444,"1,983,634",70.1,"1,615,931",57.1,"4,092,086","144,630","208,643","658,005","844,963","111,773","1,190"
03/06/2022,10,IL,"26,282,945","1,160,200","9,118,640","16,004,105",0,"207,413","242,512","266,725","1,286,340","21,851,659","20,990,664","19,519,494","5,040,237","675,121","7,730,318","13,417,089","29,131","172,443","193,680","198,088","246,680","22,088,275","9,649,569",76.1,"9,185,793",84.8,"8,488,539",86.1,"1,964,918",95,"8,579,003",67.7,"8,186,389",75.5,"7,561,011",76.7,"1,787,341",87.5,"621,403","2,788,736","5,159,805","9,059","621,346","2,788,619","4,767,373","9,051","618,766","2,781,000","4,152,419","8,826","83,984","795,248","904,342","3,767","4,234,660",49.4,"4,234,023",51.7,"4,073,420",53.9,"2,505,852",66.3,"1,353,138",75.7,"1,734,350","2,447,091","51,703","1,516","9,644,658",80.9,"8,576,570",71.9,"21,844,304","183,182","220,404","2,788,638","5,157,529","621,349","9,054"
03/06/2022,10,GA,"20,752,895","820,200","8,080,340","11,852,355",0,"195,461","230,893","255,781","1,368,060","14,409,093","14,062,953","13,190,672","3,430,971","335,608","5,604,447","8,430,449","38,589","135,712","156,462","162,576","226,175","14,518,208","6,847,112",64.5,"6,648,546",74,"6,191,213",76.3,"1,432,565",94.4,"5,710,465",53.8,"5,572,800",62,"5,208,124",64.2,"1,248,983",82.3,"315,672","2,118,519","3,264,827","11,447","315,536","2,118,439","3,127,477","11,348","315,177","2,117,452","2,765,288","10,207","35,160","680,312","530,941","2,570","2,015,709",35.3,"2,015,192",36.2,"1,965,603",37.7,"1,284,540",47.7,"684,777",54.8,"899,169","1,091,240","23,842","1,458","6,845,305",68.7,"5,710,187",57.3,"14,407,092","144,637","208,344","2,118,473","3,264,699","315,573","11,442"
03/06/2022,10,WA,"16,957,295","749,600","6,128,600","10,079,095",0,"222,686","260,844","284,909","1,401,750","13,895,928","13,422,770","12,534,553","3,174,898","482,345","5,191,120","8,211,338","11,125","182,484","206,475","210,600","262,448","14,004,896","6,082,392",79.9,"5,824,850",89.6,"5,417,976",91,"1,230,144",95,"5,451,745",71.6,"5,236,600",80.6,"4,867,515",81.8,"1,126,583",93.1,"448,861","1,883,504","3,115,505","3,875","448,822","1,883,411","2,900,511","3,856","448,495","1,882,659","2,532,606","3,755","58,830","510,986","555,051","1,716","2,742,489",50.3,"2,741,424",52.4,"2,632,129",54.1,"1,542,229",66.6,"844,389",75,"1,194,498","1,510,927","36,233",831,"6,081,307",85,"5,451,596",76.2,"13,894,702","194,103","236,886","1,883,479","3,115,410","448,835","3,872"
03/06/2022,10,SC,"10,032,475","449,600","4,148,740","5,434,135",0,"194,854","226,980","248,480","1,070,680","7,305,395","7,140,185","6,759,453","2,241,623","229,638","2,841,250","4,232,339","2,168","141,888","161,544","167,416","239,228","7,304,486","3,436,865",66.8,"3,341,325",75.6,"3,144,849",77.9,"947,527",95,"2,887,606",56.1,"2,814,931",63.7,"2,649,341",65.6,"807,404",86.2,"206,165","1,034,125","1,646,941",375,"206,117","1,033,968","1,574,473",373,"205,542","1,031,970","1,411,463",366,"31,240","344,946","431,005",213,"1,112,530",38.5,"1,112,409",39.5,"1,089,003",41.1,"806,756",52.7,"499,921",61.9,"477,378","612,801","21,861",490,"3,434,992",70.7,"2,886,739",59.4,"7,302,610","150,375","206,589","1,034,050","1,646,196","206,120",373
03/06/2022,10,WY,"938,185","48,000","412,840","477,345",0,"162,103","191,185","210,816","945,951","732,697","716,748","679,322","222,326","28,736","319,913","383,402",646,"126,598","146,060","152,648","224,166","732,945","336,141",58.1,"327,204",66.7,"308,467",69.3,"91,650",92.4,"293,521",50.7,"286,431",58.4,"270,245",60.7,"82,658",83.3,"26,522","118,379","148,488",132,"26,518","118,377","141,404",132,"26,497","118,352","125,266",130,"3,922","42,112","36,563",61,"122,599",41.8,"122,586",42.8,"120,049",44.4,"86,786",56.7,"55,113",66.7,"56,869","63,939","1,745",46,"336,106",61.8,"293,514",54,"732,656","134,722","172,515","118,378","148,485","26,519",132
03/06/2022,10,PA,"28,983,225","1,509,400","11,011,060","16,462,765",0,"226,396","261,545","285,061","1,210,980","22,160,167","21,486,284","20,232,681","6,204,625","769,101","8,533,071","12,856,550","1,445","173,099","193,893","198,996","259,243","22,218,957","10,690,767",83.5,"10,323,117",93.2,"9,701,464",95,"2,685,109",95,"8,596,701",67.2,"8,302,533",74.9,"7,793,594",76.7,"2,209,965",92.3,"716,648","3,079,781","4,799,620",652,"716,553","3,079,490","4,505,840",650,"716,087","3,077,330","3,999,576",601,"90,197","1,038,309","1,081,168",291,"3,551,484",41.3,"3,550,909",42.8,"3,440,399",44.1,"2,372,861",54.6,"1,383,293",62.6,"1,559,217","1,933,342","58,867",58,"10,688,376",88.3,"8,595,996",71,"22,157,104","183,055","239,450","3,079,656","4,799,095","716,594",651
03/06/2022,10,NV,"5,694,110","258,300","1,956,400","3,479,410",0,"184,864","217,183","238,495","1,148,070","4,726,894","4,616,503","4,329,475","1,152,017","184,406","1,623,654","2,918,307",527,"153,463","176,081","181,338","232,275","4,697,919","2,284,958",74.2,"2,222,469",84.8,"2,071,744",86.8,"497,785",95,"1,843,606",59.9,"1,796,739",68.5,"1,679,898",70.4,"410,772",82.8,"171,314","598,477","1,073,756",59,"171,310","598,471","1,026,899",59,"171,266","598,367","910,209",56,"26,064","188,910","195,766",32,"687,582",37.3,"687,548",38.3,"670,519",39.9,"444,892",52.6,"252,384",61.4,"283,349","392,390","11,841",2,"2,284,869",78.9,"1,843,592",63.7,"4,726,796","163,298","196,716","598,472","1,073,750","171,311",59
03/06/2022,10,FL,"45,840,845","2,343,600","16,951,580","26,545,665",0,"213,434","245,190","265,778","1,019,290","36,228,497","35,520,953","33,660,070","11,671,683","1,459,375","13,379,407","21,255,924","133,791","168,679","189,992","195,156","259,524","35,889,540","16,797,416",78.2,"16,402,489",87.7,"15,454,973",89.6,"4,739,905",95,"14,190,955",66.1,"13,891,709",74.3,"13,104,992",76,"4,051,849",90.1,"1,345,606","4,827,842","7,979,187","38,320","1,344,747","4,826,998","7,681,870","38,094","1,343,841","4,825,648","6,897,937","37,566","214,033","1,948,589","1,867,963","21,264","5,475,277",38.6,"5,474,555",39.4,"5,367,782",41,"3,954,637",52.3,"2,429,485",60,"2,363,601","3,004,618","100,821","6,237","16,789,131",82.6,"14,189,211",69.8,"36,219,098","178,086","225,395","4,827,102","7,979,027","1,344,791","38,291"
03/06/2022,10,VT,"1,704,950","71,600","667,380","965,970",0,"273,234","309,456","334,314","1,363,540","1,350,806","1,296,632","1,211,725","375,316","52,908","526,052","770,966",880,"216,479","235,345","237,601","300,159","1,334,565","579,484",92.9,"550,862",95,"513,821",95,"141,817",95,"501,312",80.3,"476,305",86.5,"443,326",86.9,"125,743",95,"47,259","176,884","276,903",266,"47,243","176,866","251,930",266,"47,180","176,814","219,083",249,"2,650","60,693","62,245",155,"294,536",58.8,"294,481",61.8,"279,449",63,"179,219",72.2,"99,029",78.8,"126,514","163,566","4,440",16,"579,276",95,"501,301",84.3,"1,350,608","227,014","286,572","176,883","276,897","47,255",266
03/06/2022,10,LA,"7,932,290","320,000","3,234,620","4,377,670",0,"170,631","202,183","222,744","1,070,450","6,073,703","5,970,232","5,651,646","1,715,972","196,451","2,491,148","3,383,051","3,053","130,651","152,173","158,702","231,568","6,039,292","2,800,712",60.2,"2,737,576",69.8,"2,569,115",72.1,"674,318",91,"2,448,904",52.7,"2,407,510",61.4,"2,270,295",63.8,"634,684",85.6,"178,367","953,343","1,316,114","1,080","178,335","953,309","1,274,793","1,073","178,159","952,777","1,138,300","1,059","22,392","301,973","310,107",212,"933,039",38.1,"932,865",38.7,"918,161",40.4,"671,291",53.1,"400,846",63.2,"415,944","504,054","12,962",79,"2,800,436",64.4,"2,448,821",56.3,"6,073,342","139,703","182,464","953,328","1,316,069","178,346","1,078"
03/05/2022,9,MS,"5,319,235","224,000","2,144,080","2,951,155",0,"178,729","210,961","233,549","1,092,930","3,771,535","3,702,134","3,494,160","1,100,929","91,596","1,514,835","2,162,422","2,682","126,725","146,827","153,416","226,206","3,805,961","1,752,395",58.9,"1,712,907",67.9,"1,602,793",70.4,"443,685",91.2,"1,519,286",51,"1,489,712",59.1,"1,398,497",61.4,"405,546",83.3,"84,652","579,630","853,935","1,069","84,636","579,614","824,394","1,068","84,554","579,270","733,638","1,035","17,673","205,762","181,613",498,"546,813",36,"546,737",36.7,"537,960",38.5,"411,365",51.1,"246,985",60.9,"255,431","282,950","7,910",522,"1,752,235",62.7,"1,519,255",54.4,"3,771,359","135,045","190,471","579,622","853,923","84,641","1,069"
03/05/2022,9,ID,"3,233,290","156,000","1,256,180","1,821,110",0,"180,927","216,215","241,495","1,112,360","2,372,372","2,312,196","2,174,750","686,484","86,668","895,496","1,386,876","3,332","132,752","154,620","162,432","236,173","2,394,420","1,079,416",60.4,"1,045,840",69.9,"977,037",73,"274,429",94.4,"951,090",53.2,"922,883",61.7,"862,325",64.4,"249,433",85.8,"80,313","326,693","543,297",787,"80,294","326,683","515,127",779,"80,242","326,528","454,787",768,"12,209","114,600","122,307",317,"389,529",41,"389,526",42.2,"389,351",45.2,"270,194",58,"165,371",66.3,"171,164","212,288","5,987",90,"1,079,332",64.6,"951,047",56.9,"2,372,259","141,978","193,510","326,685","543,278","80,297",787
03/05/2022,9,MI,"20,131,130","932,200","7,941,440","11,257,490",0,"201,576","234,219","256,679","1,140,320","15,302,740","14,866,828","14,032,630","4,318,382","461,280","6,002,578","8,836,752","2,130","153,229","172,971","178,921","244,612","15,590,945","6,618,629",66.3,"6,386,278",74.3,"5,998,417",76.5,"1,691,026",95,"5,930,835",59.4,"5,730,525",66.7,"5,380,639",68.6,"1,539,359",87.2,"417,636","2,151,241","3,360,856","1,102","417,607","2,151,171","3,160,654","1,093","417,305","2,150,428","2,811,904","1,002","70,911","768,961","698,887",600,"3,114,305",52.5,"3,113,971",54.3,"3,024,736",56.2,"2,032,226",66.6,"1,155,955",75.1,"1,385,997","1,681,467","46,721",120,"6,618,082",70.3,"5,930,773",63,"15,302,160","162,436","213,697","2,151,219","3,360,831","417,622","1,101"
