Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Administered_5Plus,Admin_Per_100k_5Plus,Distributed_Per_100k_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Janssen_5Plus,Series_Complete_Unk_Manuf_5Plus
03/13/2022,11,LA,"7,954,690","320,100","3,242,620","4,391,970",0,"171,113","202,754","223,373","1,073,480","6,105,117","5,992,871","5,671,536","1,719,042","196,989","2,496,546","3,408,517","3,065","131,327","152,750","159,261","231,983","6,070,287","2,810,557",60.5,"2,743,153",69.9,"2,574,005",72.3,"674,626",91,"2,459,654",52.9,"2,414,213",61.5,"2,275,948",63.9,"635,037",85.7,"178,819","954,826","1,324,922","1,087","178,787","954,792","1,279,555","1,079","178,610","954,259","1,142,016","1,063","22,403","302,084","310,336",214,"943,384",38.4,"943,185",39.1,"927,506",40.8,"676,495",53.5,"403,075",63.5,"418,723","511,519","13,063",79,"2,810,263",64.6,"2,459,567",56.6,"6,104,730","140,425","182,979","954,811","1,324,873","178,798","1,085"
03/13/2022,11,NE,"3,792,710","149,600","1,336,680","2,306,430",0,"196,066","234,493","260,071","1,213,830","3,095,197","2,992,133","2,790,676","820,063","93,544","1,112,734","1,882,771","6,148","160,007","184,996","191,361","262,455","3,108,022","1,344,979",69.5,"1,289,080",79.7,"1,193,891",81.9,"306,941",95,"1,212,971",62.7,"1,166,187",72.1,"1,080,485",74.1,"284,966",91.2,"87,573","412,574","711,235","1,589","87,548","412,535","664,531","1,573","87,481","412,363","579,144","1,497","6,946","138,523","138,582",915,"588,647",48.5,"588,536",50.5,"568,464",52.6,"366,110",65.7,"212,168",74.5,"230,306","351,548","6,456",337,"1,344,691",74.6,"1,212,911",67.3,"3,094,834","171,599","210,294","412,552","711,213","87,558","1,588"
03/13/2022,11,OH,"22,118,455","971,700","8,318,840","12,827,915",0,"189,223","221,169","242,764","1,080,890","17,318,408","16,841,727","15,915,642","5,001,808","620,479","6,578,446","10,098,990","20,493","148,159","168,405","174,684","244,429","17,221,102","7,371,087",63.1,"7,118,175",71.2,"6,684,801",73.4,"1,889,815",92.4,"6,760,068",57.8,"6,542,178",65.4,"6,151,432",67.5,"1,782,749",87.1,"548,620","2,376,046","3,830,091","5,311","548,605","2,376,024","3,612,252","5,297","548,354","2,375,404","3,222,498","5,176","91,269","804,463","884,470","2,547","3,434,108",50.8,"3,433,354",52.5,"3,337,800",54.3,"2,271,807",65.2,"1,315,049",73.8,"1,463,888","1,911,635","57,809",776,"7,370,665",67,"6,760,028",61.5,"17,317,978","157,461","201,108","2,376,038","3,830,067","548,612","5,311"
03/13/2022,11,IN,"12,737,280","596,900","4,478,700","7,661,680",0,"189,199","223,264","246,644","1,173,140","9,258,127","9,024,630","8,496,008","2,614,329","303,151","3,336,902","5,588,023","30,051","137,520","158,187","164,516","240,787","9,269,853","4,098,583",60.9,"3,958,343",69.4,"3,702,363",71.7,"1,002,217",92.3,"3,654,735",54.3,"3,559,428",62.4,"3,340,324",64.7,"937,212",86.3,"279,835","1,244,911","2,121,698","8,291","279,806","1,244,865","2,026,504","8,253","279,528","1,244,517","1,808,150","8,129","30,977","458,214","444,147","3,874","1,626,022",44.5,"1,623,663",45.6,"1,575,413",47.2,"1,075,780",58,"630,976",67.3,"636,143","967,785","20,896","1,198","4,098,181",64.9,"3,654,657",57.9,"9,257,717","146,625","201,735","1,244,902","2,121,647","279,818","8,290"
03/13/2022,11,AL,"9,328,540","395,500","4,046,460","4,886,580",0,"190,255","222,804","244,530","1,097,690","6,130,617","6,025,892","5,725,051","1,838,013","175,690","2,670,879","3,283,564",484,"125,033","143,923","150,072","216,278","6,249,398","3,044,160",62.1,"2,981,800",71.2,"2,819,534",73.9,"809,846",95,"2,474,026",50.5,"2,434,224",58.1,"2,306,672",60.5,"690,299",81.2,"164,292","1,020,906","1,288,164",664,"164,281","1,020,886","1,248,393",664,"164,194","1,020,405","1,121,414",659,"36,873","366,504","286,500",422,"856,097",34.6,"855,994",35.2,"842,444",36.5,"639,102",47.5,"394,545",57.2,"422,463","418,203","15,340",91,"3,043,733",66,"2,473,962",53.7,"6,130,135","133,009","202,406","1,020,902","1,288,113","164,283",664
03/13/2022,11,SC,"10,070,975","449,700","4,167,640","5,453,635",0,"195,602","227,851","249,434","1,074,780","7,335,846","7,168,629","6,785,262","2,246,120","230,110","2,847,120","4,256,440","2,176","142,479","162,187","168,055","239,708","7,335,420","3,445,521",66.9,"3,349,165",75.8,"3,151,829",78.1,"948,272",95,"2,899,680",56.3,"2,825,734",63.9,"2,659,029",65.9,"808,574",86.3,"206,549","1,035,359","1,657,395",377,"206,501","1,035,201","1,583,657",375,"205,922","1,033,203","1,419,536",368,"31,272","345,044","432,043",215,"1,122,721",38.7,"1,122,594",39.7,"1,098,472",41.3,"812,624",52.9,"502,484",62.1,"480,933","619,331","21,962",495,"3,443,581",70.9,"2,898,748",59.7,"7,332,926","151,000","207,382","1,035,284","1,656,585","206,504",375
03/13/2022,11,VA2,"7,803,820","626,100","3,799,180","3,378,540",0,0,0,0,0,"7,237,361","7,237,167","7,233,846","3,817,804","255,123","3,731,416","3,250,529",293,0,0,0,0,"7,237,361","3,413,066",0,"3,412,946",0,"3,411,051",0,"1,667,460",0,"2,933,772",0,"2,933,697",0,"2,932,300",0,"1,494,067",0,"233,248","1,438,175","1,262,337",12,"233,241","1,438,153","1,262,291",12,"233,206","1,438,114","1,260,968",12,"76,582","816,080","601,404",1,"1,107,689",37.8,"1,107,683",37.8,"1,107,630",37.8,"1,005,117",43.6,"724,163",48.5,"585,717","501,078","20,892",2,"3,412,962",0,"2,933,702",0,"7,237,188",0,0,"1,438,153","1,262,295","233,242",12
03/13/2022,11,AZ,"14,191,420","604,700","5,434,620","8,152,100",0,"194,971","228,670","251,689","1,084,450","11,638,764","11,275,205","10,498,932","3,263,446","364,435","4,578,160","6,670,239","25,930","159,901","181,681","186,201","249,378","11,396,354","5,226,286",71.8,"5,015,572",80.8,"4,630,702",82.1,"1,283,514",95,"4,400,459",60.5,"4,257,187",68.6,"3,944,388",70,"1,112,992",85,"329,938","1,621,233","2,442,327","6,961","329,692","1,621,180","2,299,380","6,935","329,470","1,620,490","1,987,591","6,837","50,491","542,205","516,615","3,681","1,763,860",40.1,"1,763,263",41.4,"1,701,579",43.1,"1,124,188",53.6,"660,535",59.3,"777,559","962,136","22,906","1,259","5,225,326",76.3,"4,400,155",64.2,"11,637,651","169,919","207,206","1,621,216","2,442,277","329,701","6,961"
03/13/2022,11,GA,"20,816,395","820,600","8,107,040","11,888,755",0,"196,059","231,599","256,564","1,372,250","14,462,065","14,106,802","13,229,574","3,436,984","336,503","5,618,405","8,468,285","38,872","136,211","156,950","163,055","226,571","14,568,216","6,861,724",64.6,"6,659,297",74.1,"6,200,621",76.4,"1,433,503",94.5,"5,725,840",53.9,"5,583,989",62.1,"5,217,671",64.3,"1,250,105",82.4,"316,287","2,121,727","3,276,272","11,554","316,150","2,121,647","3,134,746","11,446","315,789","2,120,653","2,770,934","10,295","35,190","680,874","531,438","2,603","2,034,403",35.5,"2,033,838",36.4,"1,982,609",38,"1,293,008",47.9,"688,036",55,"906,008","1,102,856","24,041","1,498","6,859,874",68.9,"5,725,552",57.5,"14,460,004","145,168","208,982","2,121,681","3,276,134","316,188","11,549"
03/13/2022,11,OR,"9,593,385","461,000","3,600,960","5,531,425",0,"227,453","262,993","286,269","1,252,270","7,486,705","7,243,911","6,791,245","1,919,956","273,262","2,784,886","4,412,834","15,723","177,505","198,585","202,653","250,621","7,489,052","3,254,731",77.2,"3,120,522",85.5,"2,913,548",86.9,"750,124",95,"2,906,468",68.9,"2,800,635",76.8,"2,614,760",78,"690,197",90.1,"245,885","994,118","1,661,071","5,394","245,882","994,114","1,555,260","5,379","245,031","991,183","1,373,457","5,089","52,455","311,726","324,637","1,379","1,506,508",51.8,"1,506,326",53.8,"1,448,744",55.4,"879,347",66.7,"517,474",75,"641,852","840,862","23,266",528,"3,253,173",81.5,"2,905,768",72.8,"7,484,437","187,583","240,440","994,117","1,660,374","245,884","5,393"
03/13/2022,11,UT,"6,038,650","241,900","2,060,360","3,736,390",0,"188,357","232,950","265,462","1,650,480","5,080,108","4,858,351","4,421,991","963,630","182,440","1,775,743","3,121,610",315,"158,458","187,418","194,393","263,379","5,051,568","2,286,393",71.3,"2,162,221",83.4,"1,950,788",85.8,"374,297",95,"2,033,098",63.4,"1,936,242",74.7,"1,750,321",76.9,"341,185",93.3,"168,556","663,250","1,201,278",14,"168,513","663,183","1,104,533",13,"168,352","662,772","919,186",11,"16,892","146,648","177,642",3,"874,430",43,"874,193",45.1,"838,880",47.9,"461,030",64.1,"249,872",73.2,"339,123","523,167","12,135",5,"2,285,848",77.3,"2,032,987",68.7,"5,079,468","171,711","204,136","663,228","1,201,220","168,525",14
03/13/2022,11,DD2,"6,636,210","210,000","2,162,840","4,263,370",0,0,0,0,0,"7,292,935","7,183,530","6,805,442","576,190","321,934","2,412,684","4,535,548","22,769",0,0,0,0,"7,292,935","4,123,394",0,"4,053,316",0,"3,843,443",0,"357,645",0,"3,118,263",0,"3,079,216",0,"2,915,666",0,"191,737",0,"288,339","965,359","1,864,380",185,"288,311","965,333","1,825,387",185,"288,108","965,113","1,662,266",179,"9,608","66,883","115,245",1,"1,768",0.1,"1,767",0.1,"1,763",0.1,258,0,60,0,544,"1,191",33,0,"4,123,153",0,"3,118,196",0,"7,292,640",0,0,"965,340","1,864,352","288,319",185
03/13/2022,11,KS,"5,784,615","254,800","2,212,540","3,317,275",0,"198,558","235,943","261,385","1,216,570","4,475,386","4,332,805","4,038,177","1,203,016","137,135","1,701,092","2,633,167","3,992","153,618","176,727","182,470","253,007","4,585,987","2,149,328",73.8,"2,068,443",84.4,"1,922,708",86.9,"525,641",95,"1,764,792",60.6,"1,702,674",69.4,"1,579,727",71.4,"426,158",89.6,"125,523","630,373","1,008,166",730,"125,502","630,339","946,122",711,"125,388","629,956","823,761",622,"18,591","202,869","204,421",277,"735,360",41.7,"735,238",43.2,"710,545",45,"471,546",56.7,"277,173",65,"319,177","405,480","10,500",203,"2,149,152",78.8,"1,764,769",64.7,"4,475,190","164,048","212,047","630,365","1,008,157","125,518",729
03/13/2022,11,NJ,"21,127,635","948,800","7,565,560","12,613,275",0,"237,865","277,325","304,274","1,431,860","16,682,452","16,116,456","14,981,856","3,693,876","568,198","6,278,700","9,832,864","2,690","187,819","211,547","215,765","250,341","17,159,515","7,938,891",89.4,"7,623,087",95,"7,070,095",95,"1,598,523",95,"6,627,293",74.6,"6,368,763",83.6,"5,888,819",84.8,"1,344,753",91.1,"511,559","2,286,318","3,828,164","1,252","511,461","2,286,232","3,569,850","1,220","511,194","2,285,559","3,090,885","1,181","92,963","625,039","626,509",242,"3,035,240",45.8,"3,034,665",47.6,"2,915,351",49.5,"1,763,906",59.4,"895,116",66.6,"1,297,035","1,674,642","63,502",61,"7,937,574",94.9,"6,627,124",79.2,"16,681,089","199,356","252,496","2,286,286","3,828,090","511,499","1,249"
03/13/2022,11,RI,"2,503,325","87,600","952,800","1,462,925",0,"236,305","269,903","292,832","1,338,350","2,144,329","2,076,444","1,945,544","529,041","65,008","814,830","1,262,869","1,622","202,417","223,878","227,585","282,840","2,286,512","1,026,236",95,"981,938",95,"915,058",95,"215,627",95,"859,202",81.1,"822,103",88.6,"763,896",89.4,"185,642",95,"60,192","288,425","510,186",399,"60,191","288,413","473,103",396,"60,164","288,292","415,046",394,"6,774","83,156","95,573",139,"446,326",51.9,"446,180",54.3,"429,768",56.3,"268,298",68.2,"142,253",76.6,"191,337","249,964","4,980",45,"1,026,107",95,"859,181",85.5,"2,144,209","213,388","249,127","288,421","510,171","60,191",398
03/13/2022,11,DE,"2,241,055","96,700","867,400","1,276,955",0,"230,144","266,854","290,974","1,186,330","1,744,145","1,695,031","1,587,640","510,677","61,616","669,105","1,011,318","2,106","179,114","201,836","206,136","270,334","1,717,779","799,096",82.1,"771,740",91.9,"722,267",93.8,"208,897",95,"662,010",68,"641,211",76.4,"599,230",77.8,"178,172",94.3,"56,762","232,392","372,176",680,"56,751","232,379","351,403",678,"56,701","232,249","309,617",663,"9,974","73,487","94,365",346,"291,958",44.1,"291,891",45.5,"281,936",47,"199,913",58,"118,136",66.3,"125,641","161,240","5,034",43,"798,930",86.9,"661,979",72,"1,743,954","189,757","243,846","232,381","372,160","56,758",680
03/13/2022,11,HI,"3,332,380","124,400","1,237,020","1,970,960",0,"235,359","275,151","298,599","1,241,350","2,822,725","2,718,487","2,530,304","696,110","70,513","1,024,681","1,727,237",294,"199,363","224,463","226,729","259,309","2,832,523","1,227,225",86.7,"1,169,819",95,"1,082,330",95,"268,755",95,"1,097,891",77.5,"1,049,337",86.6,"970,083",86.9,"245,130",91.3,"64,828","362,186","670,863",14,"64,799","362,129","622,395",14,"64,617","361,299","544,153",14,"11,727","107,498","125,901",4,"547,801",49.9,"547,712",52.2,"525,319",54.2,"338,980",69.4,"189,534",77.3,"244,444","297,340","6,016",1,"1,225,724",92.1,"1,097,475",82.5,"2,821,492","212,038","250,432","362,138","670,522","64,801",14
03/13/2022,11,WY,"941,285","48,000","414,340","478,945",0,"162,639","191,817","211,513","949,077","734,281","718,182","680,584","222,510","28,774","320,409","384,450",648,"126,872","146,352","152,932","224,352","734,707","336,606",58.2,"327,608",66.8,"308,829",69.4,"91,693",92.5,"294,067",50.8,"286,895",58.5,"270,649",60.8,"82,692",83.4,"26,553","118,522","148,859",133,"26,549","118,520","141,693",133,"26,528","118,495","125,495",131,"3,923","42,127","36,581",61,"123,327",41.9,"123,307",43,"120,699",44.6,"87,091",56.8,"55,247",66.8,"57,145","64,374","1,762",46,"336,569",61.9,"294,060",54.1,"734,238","135,013","173,085","118,521","148,856","26,550",133
03/13/2022,11,NV,"5,709,110","258,300","1,961,600","3,489,210",0,"185,351","217,755","239,123","1,151,100","4,760,150","4,647,965","4,358,335","1,155,036","186,231","1,630,455","2,942,937",527,"154,542","177,281","182,547","232,883","4,731,057","2,289,401",74.3,"2,226,246",84.9,"2,075,098",86.9,"498,222",95,"1,847,843",60,"1,799,824",68.6,"1,682,422",70.5,"411,071",82.9,"171,542","599,169","1,077,072",60,"171,538","599,163","1,029,063",60,"171,494","599,058","911,813",57,"26,080","189,042","195,916",33,"692,283",37.5,"692,245",38.5,"674,824",40.1,"447,074",52.8,"253,327",61.6,"285,104","395,261","11,915",3,"2,289,311",79.1,"1,847,829",63.8,"4,760,051","164,447","197,234","599,164","1,077,066","171,539",60
03/13/2022,11,PR,"7,309,290","214,300","2,565,560","4,529,430",0,"228,866","256,620","278,878","1,075,440","7,012,597","6,710,873","6,174,754","1,685,579","151,997","2,688,011","4,171,956",633,"219,576","235,610","235,591","248,005","7,021,067","3,054,915",95,"2,890,402",95,"2,661,920",95,"705,661",95,"2,614,913",81.9,"2,480,500",87.1,"2,280,451",87,"599,499",88.2,"139,506","951,958","1,523,307",142,"139,449","951,873","1,389,051",127,"139,319","951,502","1,189,545",85,"23,717","297,751","278,013",18,"1,419,292",54.3,"1,418,873",57.2,"1,312,300",57.5,"750,555",63.6,"388,203",64.8,"564,861","843,549","10,863",19,"3,053,960",95,"2,614,700",85,"7,011,462","227,925","237,607","951,902","1,523,194","139,462",142
03/13/2022,11,VT,"1,709,050","71,700","668,080","969,270",0,"273,891","310,201","335,118","1,366,810","1,354,300","1,299,762","1,214,441","375,771","53,019","527,120","773,281",880,"217,039","235,913","238,133","300,523","1,335,474","578,285",92.7,"549,606",95,"512,549",95,"141,162",95,"501,726",80.4,"476,527",86.5,"443,477",87,"125,742",95,"47,203","176,893","277,364",266,"47,187","176,875","252,199",266,"47,123","176,823","219,282",249,"2,644","60,682","62,261",155,"295,960",59,"295,901",62.1,"280,589",63.3,"179,719",72.4,"99,229",78.9,"126,871","164,628","4,445",16,"578,058",95,"501,714",84.3,"1,354,083","227,598","287,261","176,892","277,357","47,199",266
03/13/2022,11,DC,"1,793,005","70,000","636,980","1,086,025",0,"254,057","294,054","310,434","2,052,830","1,432,816","1,396,707","1,337,352","250,519","36,348","515,882","879,673",913,"203,021","229,061","231,544","286,822","1,344,114","676,648",95,"650,413",95,"617,897",95,"98,979",95,"508,225",72,"492,004",80.7,"468,177",81.1,"79,836",91.4,"39,099","174,182","294,510",434,"39,078","174,172","278,328",426,"39,056","174,098","254,621",402,"2,862","42,334","34,529",111,"180,113",35.4,"180,067",36.6,"174,531",37.3,"84,975",48,"44,680",56,"75,836","102,857","1,372",48,"676,463",95,"508,187",77,"1,432,613","216,937","271,511","174,176","294,481","39,096",434
03/13/2022,11,MA,"16,289,990","610,400","6,176,300","9,503,290",0,"236,344","270,744","294,059","1,393,100","14,354,045","13,796,543","12,867,188","3,178,282","401,222","5,609,332","8,343,049",442,"208,256","229,302","232,272","271,803","14,418,044","6,673,656",95,"6,366,567",95,"5,918,258",95,"1,385,651",95,"5,369,962",77.9,"5,121,274",85.1,"4,749,950",85.7,"1,095,854",93.7,"380,302","1,887,049","3,102,408",203,"380,272","1,887,009","2,853,794",199,"379,030","1,881,656","2,489,086",178,"74,204","495,594","525,982",74,"2,680,517",49.9,"2,680,173",52.3,"2,565,063",54,"1,495,703",63.3,"765,045",69.8,"1,256,989","1,397,279","26,227",22,"6,670,235",95,"5,368,331",82.1,"14,349,005","219,567","249,268","1,887,040","3,100,793","380,296",202
03/13/2022,11,VI,"146,560","2,800","38,340","105,420",0,"137,887","163,892","179,813","715,695","140,852","138,568","131,776","39,533","2,275","42,019","96,558",0,"132,517","154,954","161,674","193,051","138,522","67,939",63.9,"66,602",74.5,"63,049",77.4,"18,133",88.5,"56,196",52.9,"55,229",61.8,"52,276",64.1,"15,215",74.3,"2,068","15,617","38,506",5,"2,065","15,609","37,550",5,"2,061","15,587","34,623",5,564,"6,035","8,612",4,"16,053",28.6,"16,052",29.1,"15,766",30.2,"12,088",38.4,"6,884",45.2,"5,496","10,414",141,2,"67,872",68.1,"56,171",56.4,"140,759","141,290","147,113","15,610","38,491","2,065",5
03/13/2022,11,WA,"16,989,495","749,900","6,138,600","10,100,995",0,"223,109","261,340","285,450","1,404,410","13,942,764","13,463,233","12,569,617","3,180,804","483,364","5,204,771","8,243,353","11,276","183,099","207,097","211,189","262,937","14,052,354","6,092,699",80,"5,832,533",89.7,"5,424,711",91.1,"1,230,894",95,"5,463,254",71.7,"5,244,284",80.7,"4,873,808",81.9,"1,127,227",93.2,"449,536","1,885,673","3,124,100","3,945","449,489","1,885,580","2,905,292","3,923","449,161","1,884,820","2,536,010","3,817","58,868","511,239","555,385","1,735","2,765,291",50.6,"2,764,189",52.7,"2,651,889",54.4,"1,550,173",66.9,"847,580",75.2,"1,202,418","1,525,462","36,553",858,"6,091,554",85.1,"5,463,100",76.3,"13,941,478","194,756","237,336","1,885,648","3,124,001","449,509","3,942"
03/13/2022,11,TX,"59,363,595","2,611,300","21,297,540","35,454,755",0,"204,731","246,311","274,881","1,589,720","44,777,465","43,143,866","39,625,378","8,997,316","1,542,147","16,395,591","26,835,207","4,520","154,427","179,012","183,484","240,942","43,471,873","20,733,407",71.5,"19,805,674",82.2,"18,029,310",83.5,"3,623,508",95,"17,500,458",60.4,"16,872,738",70,"15,456,955",71.6,"3,211,108",86,"1,343,991","6,040,921","10,114,614",932,"1,343,539","6,040,094","9,488,209",896,"1,341,979","6,035,921","8,078,188",867,"177,691","1,525,736","1,507,352",329,"6,332,292",36.2,"6,331,849",37.5,"6,121,276",39.6,"3,752,424",52.4,"1,959,321",61,"2,777,684","3,457,705","96,695",208,"20,727,858",76.8,"17,499,079",64.8,"44,770,601","165,786","219,825","6,040,401","10,114,034","1,343,713",931
03/13/2022,11,OK,"7,030,130","321,600","2,933,280","3,775,250",0,"177,664","211,418","233,969","1,106,880","5,753,468","5,624,121","5,291,365","1,546,241","152,475","2,321,573","3,277,958","1,462","145,401","169,135","176,101","243,452","5,719,843","2,779,113",70.2,"2,706,419",81.4,"2,534,310",84.3,"674,521",95,"2,227,986",56.3,"2,171,600",65.3,"2,029,667",67.5,"543,911",85.6,"142,406","843,659","1,241,649",272,"142,388","843,632","1,185,321",259,"142,312","843,352","1,043,782",221,"20,661","275,962","247,229",59,"814,341",36.6,"814,278",37.5,"796,496",39.2,"559,204",52,"336,979",62,"374,440","428,201","11,661",39,"2,778,823",75.1,"2,227,936",60.2,"5,753,139","155,430","189,930","843,641","1,241,632","142,391",272
03/13/2022,11,NY,"44,309,145","1,868,000","15,579,100","26,862,045",0,"227,769","264,166","287,251","1,344,270","38,097,367","36,897,666","34,604,103","8,353,527","1,421,122","13,750,725","22,905,243","20,277","195,837","219,980","224,334","253,433","38,128,095","17,368,222",89.3,"16,714,474",95,"15,611,611",95,"3,447,875",95,"14,757,399",75.9,"14,212,467",84.7,"13,243,911",85.9,"2,966,270",90,"1,245,583","4,945,770","8,560,449","5,597","1,245,377","4,945,089","8,016,684","5,317","1,244,421","4,942,860","7,051,781","4,849","186,805","1,398,568","1,379,050","1,847","6,553,871",44.4,"6,552,446",46.1,"6,330,246",47.8,"3,808,394",59.1,"1,983,437",66.9,"2,801,694","3,638,417","113,304",456,"17,365,830",94.8,"14,756,918",80.5,"38,094,395","207,864","241,776","4,945,645","8,560,244","1,245,471","5,558"
03/13/2022,11,ME,"3,211,950","152,200","1,264,020","1,795,730",0,"238,947","271,065","293,230","1,125,950","2,716,631","2,631,604","2,481,792","800,136","142,940","1,104,726","1,465,605","3,360","202,098","222,088","226,571","280,489","2,728,794","1,199,570",89.2,"1,154,617",95,"1,087,174",95,"322,479",95,"1,055,906",78.6,"1,016,214",85.8,"954,904",87.2,"280,706",95,"131,186","379,767","544,185",768,"131,164","379,746","504,540",764,"131,105","379,686","443,417",696,"24,582","127,852","128,006",266,"572,003",54.2,"571,932",56.3,"552,551",57.9,"375,540",68.2,"212,228",75.6,"263,406","297,374","10,636",587,"1,199,420",93.7,"1,055,872",82.4,"2,716,467","212,112","250,801","379,760","544,177","131,167",768
03/13/2022,11,AS,"110,410",600,"23,500","86,310",0,"232,972","299,076","352,354","3,368,210","96,143","84,881","71,067","7,418",562,"23,471","71,663",447,"202,868","229,924","226,798","226,297","96,558","43,913",92.7,"37,919",95,"31,343",95,"3,080",94,"39,311",82.9,"34,115",92.4,"28,080",89.6,"2,817",85.9,574,"9,236","29,278",223,574,"9,235","24,083",223,573,"9,216","18,069",222,27,"1,173","1,612",5,"13,536",34.4,"13,529",39.7,"12,359",44,"5,492",54.4,"1,649",58.5,"3,989","9,547",0,0,"43,906",95,"39,311",91.2,"96,136","223,002","256,112","9,236","29,278",574,223
03/13/2022,11,PA,"29,054,725","1,509,400","11,041,960","16,503,365",0,"226,955","262,191","285,764","1,213,970","22,214,070","21,533,100","20,273,625","6,213,272","770,487","8,549,821","12,892,317","1,445","173,520","194,315","199,399","259,604","22,273,218","10,708,275",83.6,"10,337,675",93.3,"9,714,190",95,"2,686,977",95,"8,613,470",67.3,"8,315,345",75,"7,804,499",76.8,"2,211,376",92.4,"717,677","3,083,872","4,811,265",656,"717,582","3,083,579","4,513,530",654,"717,111","3,081,411","4,005,372",605,"90,312","1,038,887","1,081,883",294,"3,569,648",41.4,"3,569,033",42.9,"3,456,699",44.3,"2,381,904",54.8,"1,387,810",62.8,"1,566,265","1,944,165","59,158",60,"10,705,773",88.4,"8,612,701",71.2,"22,210,829","183,499","240,041","3,083,747","4,810,676","717,623",655
03/13/2022,11,WI,"11,139,045","450,800","4,156,700","6,531,545",0,"191,313","222,790","244,501","1,095,020","9,927,645","9,623,771","9,051,516","2,826,541","333,142","3,789,324","5,802,801","2,378","170,507","192,483","198,680","277,863","9,919,845","4,149,295",71.3,"3,988,464",79.8,"3,724,860",81.8,"1,035,158",95,"3,776,971",64.9,"3,635,776",72.7,"3,398,337",74.6,"963,527",94.7,"299,032","1,326,471","2,150,641",827,"299,003","1,326,423","2,009,530",820,"298,804","1,326,074","1,772,679",780,"30,589","461,036","471,592",310,"2,075,031",54.9,"2,074,720",57.1,"2,011,383",59.2,"1,340,276",70.8,"769,933",79.9,"867,433","1,180,674","26,819",105,"4,148,783",75.5,"3,776,898",68.8,"9,927,129","180,758","202,825","1,326,459","2,150,601","299,016",822
03/13/2022,11,MO,"11,139,045","423,000","4,226,100","6,489,945",0,"181,494","212,751","233,678","1,048,840","8,703,014","8,471,668","7,989,987","2,474,974","249,188","3,143,257","5,308,248","2,321","141,802","161,805","167,616","233,040","8,665,194","4,023,921",65.6,"3,892,406",74.3,"3,652,116",76.6,"1,013,174",95,"3,397,796",55.4,"3,297,822",63,"3,093,864",64.9,"884,758",83.3,"236,009","1,155,412","2,005,660",715,"235,977","1,155,390","1,905,775",680,"235,738","1,154,907","1,702,744",475,"40,043","403,159","441,387",169,"1,402,624",41.3,"1,402,449",42.5,"1,364,907",44.1,"949,665",55.2,"573,236",64.8,"574,395","810,989","17,173",67,"4,023,520",69.7,"3,397,751",58.9,"8,702,612","150,842","193,073","1,155,399","2,005,647","235,993",712
